link,diff
https://leetcode.com/problems/tree-node,Medium
https://leetcode.com/problems/find-duplicate-file-in-system,Medium
https://leetcode.com/problems/triangle-judgement,Easy
https://leetcode.com/problems/valid-triangle-number,Medium
https://leetcode.com/problems/merge-two-binary-trees,Easy
https://leetcode.com/problems/biggest-single-number,Easy
https://leetcode.com/problems/not-boring-movies,Easy
https://leetcode.com/problems/task-scheduler,Medium
https://leetcode.com/problems/design-circular-queue,Medium
https://leetcode.com/problems/add-one-row-to-tree,Medium
https://leetcode.com/problems/maximum-distance-in-arrays,Medium
https://leetcode.com/problems/exchange-seats,Medium
https://leetcode.com/problems/swap-salary,Easy
https://leetcode.com/problems/maximum-product-of-three-numbers,Easy
https://leetcode.com/problems/k-inverse-pairs-array,Hard
https://leetcode.com/problems/course-schedule-iii,Hard
https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,Hard
https://leetcode.com/problems/sum-of-square-numbers,Medium
https://leetcode.com/problems/exclusive-time-of-functions,Medium
https://leetcode.com/problems/average-of-levels-in-binary-tree,Easy
https://leetcode.com/problems/shopping-offers,Medium
https://leetcode.com/problems/decode-ways-ii,Hard
https://leetcode.com/problems/solve-the-equation,Medium
https://leetcode.com/problems/design-circular-deque,Medium
https://leetcode.com/problems/maximum-average-subarray-i,Easy
https://leetcode.com/problems/set-mismatch,Easy
https://leetcode.com/problems/maximum-length-of-pair-chain,Medium
https://leetcode.com/problems/palindromic-substrings,Medium
https://leetcode.com/problems/replace-words,Medium
https://leetcode.com/problems/dota2-senate,Medium
https://leetcode.com/problems/2-keys-keyboard,Medium
https://leetcode.com/problems/find-duplicate-subtrees,Medium
https://leetcode.com/problems/two-sum-iv-input-is-a-bst,Easy
https://leetcode.com/problems/maximum-binary-tree,Medium
https://leetcode.com/problems/print-binary-tree,Medium
https://leetcode.com/problems/robot-return-to-origin,Easy
https://leetcode.com/problems/find-k-closest-elements,Medium
https://leetcode.com/problems/split-array-into-consecutive-subsequences,Medium
https://leetcode.com/problems/image-smoother,Easy
https://leetcode.com/problems/maximum-width-of-binary-tree,Medium
https://leetcode.com/problems/strange-printer,Hard
