link,diff
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/TALAZY,1120
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/POOK,1121
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CHEFCBA,1122
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/STICKBREAK,1123
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/KOL15A,1125
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CRDGAME,1125
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/PETSTORE,1126
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MATPAN,1127
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/VALIDMIN,1132
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/RPD,1133
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/DATATYPE,1133
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CONFLIP,1135
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CIELAB,1136
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/AVGOF3,1141
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MAX_BIN,1143
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/KNIGHT2,1144
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/RECTANGL,1146
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/DWNLD,1147
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/POTATOES,1148
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MINMXOR,1154
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/XLSQUARE,1160
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/INFERNO,1162
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MAKEMULTIPLE,1163
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/BALREV,1165
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CLIPLX,1167
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/HOSTELROOM,1169
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CARDSWIPE,1172
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MOVIEWKN,1175
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/GROUPS,1176
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/POSPROD,1178
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/MAXCOUNT,1180
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/PERFCONT,1184
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/DIVBYI,1184
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CHEFNWRK,1185
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/BURGERS2,1187
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/ANKTRAIN,1187
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/BUY1GET1,1191
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/CHEFZOT,1191
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/ARRAYRET,1193
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/PERMUTATION,1197
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/ANUUND,1198
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1200/problems/TRACE,1198
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/DSTAPLS,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/MISSSUMS,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/SUBARRY,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/CHEFING,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/MATDIF,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/NOTINCOM,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/CATSDOGS,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/HEIGHTS,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/MNMX,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/LOSTMAX,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/MAKEPAL2,
https://www.codechef.com/practice/course/1-star-difficulty-problems/DIFF1400/problems/DEPCHEF,
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/AVGPERM,1401
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/HOTEL,1405
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/MTYFRI,1406
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/ARRHALVES,1407
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/CHFHEIST,1410
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/PMA,1412
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/STRAME,1413
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/REMELEM,1415
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/COLOUR,1415
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/PLAYFIT,1419
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/EQUALITY,1419
https://www.codechef.com/practice/course/2-star-difficulty-problems/DIFF1500/problems/DECREM,1423
